# confusable-homoglyphs 3.3.1
A4E2	S
16F3A	S
10296	S
10420	S
1D42D	t
1D461	t
1D495	t
1D4C9	t
1D4FD	t
1D531	t
1D565	t
1D599	t
1D5CD	t
1D601	t
1D635	t
1D669	t
1D69D	t
22A4	T
27D9	T
1F768	T
FF34	T
1D413	T
1D447	T
1D47B	T
1D4AF	T
1D4E3	T
1D517	T
1D54B	T
1D57F	T
1D5B3	T
1D5E7	T
1D61B	T
1D64F	T
1D683	T
3A4	T
1D6BB	T
1D6F5	T
1D72F	T
1D769	T
1D7A3	T
2CA6	T
422	T
13A2	T
A4D4	T
16F0A	T
118BC	T
10297	T
102B1	T
10315	T
1D42E	u
1D462	u
1D496	u
1D4CA	u
1D4FE	u
1D532	u
1D566	u
1D59A	u
1D5CE	u
1D602	u
1D636	u
1D66A	u
1D69E	u
A79F	u
1D1C	u
AB4E	u
AB52	u
28B	u
3C5	u
1D6D6	u
1D710	u
1D74A	u
1D784	u
1D7BE	u
57D	u
104F6	u
118D8	u
222A	U
22C3	U
1D414	U
1D448	U
1D47C	U
1D4B0	U
1D4E4	U
1D518	U
1D54C	U
1D580	U
1D5B4	U
1D5E8	U
1D61C	U
1D650	U
1D684	U
54D	U
1200	U
104CE	U
144C	U
A4F4	U
16F42	U
118B8	U
2228	v
22C1	v
FF56	v
2174	v
1D42F	v
1D463	v
1D497	v
1D4CB	v
1D4FF	v
1D533	v
1D567	v
1D59B	v
1D5CF	v
1D603	v
1D637	v
1D66B	v
1D69F	v
1D20	v
3BD	v
1D6CE	v
1D708	v
1D742	v
1D77C	v
1D7B6	v
475	v
11706	v
ABA9	v
118C0	v
1D20D	V
6F7	V
2164	V
1D415	V
1D449	V
1D47D	V
1D4B1	V
1D4E5	V
1D519	V
1D54D	V
1D581	V
1D5B5	V
1D5E9	V
1D61D	V
1D651	V
1D685	V
474	V
2D38	V
13D9	V
142F	V
A6DF	V
A4E6	V
16F08	V
118A0	V
1051D	V
26F	w
1D430	w
1D464	w
1D498	w
1D4CC	w
1D500	w
1D534	w
1D568	w
1D59C	w
1D5D0	w
1D604	w
1D638	w
1D66C	w
1D6A0	w
1D21	w
461	w
51D	w
561	w
1170A	w
1170E	w
1170F	w
AB83	w
118EF	W
118E6	W
1D416	W
1D44A	W
1D47E	W
1D4B2	W
1D4E6	W
1D51A	W
1D54E	W
1D582	W
1D5B6	W
1D5EA	W
1D61E	W
1D652	W
1D686	W
51C	W
13B3	W
13D4	W
A4EA	W
166E	x
D7	x
292B	x
292C	x
2A2F	x
FF58	x
2179	x
1D431	x
1D465	x
1D499	x
1D4CD	x
1D501	x
1D535	x
1D569	x
1D59D	x
1D5D1	x
1D605	x
1D639	x
1D66D	x
1D6A1	x
445	x
1541	x
157D	x
166D	X
2573	X
10322	X
118EC	X
FF38	X
2169	X
1D417	X
1D44B	X
1D47F	X
1D4B3	X
1D4E7	X
1D51B	X
1D54F	X
1D583	X
1D5B7	X
1D5EB	X
1D61F	X
1D653	X
1D687	X
A7B3	X
3A7	X
1D6BE	X
1D6F8	X
1D732	X
1D76C	X
1D7A6	X
2CAC	X
425	X
2D5D	X
16B7	X
A4EB	X
10290	X
